Sale Code,Sale Date,Quantity,Discount (%),Total Value (USD),Product Code,Product Name,Product Category,Product Launch Date,Product Price (USD),Product Active Flag,Customer Code,Customer Name,Contact Name,Customer Email,Customer Phone Number,Customer Address,Customer Region Code,Customer Type,Customer Creation Date,Rep Code,Rep Name,Rep Email,Rep Phone Number,Rep Birth Date,Rep Hire Date,Rep Status,Rep Region Code
SALE00073,2024-12-29,86,0.2,2081.15,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0025,"Miller, Murphy and Craig",Tiffany Sims,UNSPECIFIED,001-780-913-4316x11724,"PSC 0504, Box 5562, APO AE 70122",REG01,Pharmacy,2024-03-24,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00074,2025-01-31,80,0.16,4543.95,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0030,Kramer PLC,Scott Thomas,UNSPECIFIED,(842)102-0539,"0268 Julie Mountains, Stricklandhaven, CT 59746",REG01,Hospital,2024-08-13,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00075,2025-04-21,11,0.19,764.93,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0037,Decker-Jones,Savannah Gilbert,ycarpenter@hotmail.com,7935978207,"182 John Mill Suite 889, West Nathan, MS 54079",REG02,Clinic,2023-11-30,REP001,Yolanda Mendoza,sue78@yahoo.com,+1-497-334-8434x43757,1988-08-01,2025-02-13,Inactive,REG04
SALE00076,2024-09-24,34,0.11,1137.14,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0012,"Ortiz, Powell and Phillips",Jason Bentley,richard04@clark-floyd.org,+1-577-738-7214x8951,"433 Andrew Gardens, Carrland, MT 83045",REG05,Pharmacy,2024-12-03,REP002,Timothy Pope,david86@yahoo.com,041-574-7338x4842,1974-06-11,2023-05-30,Active,REG04
SALE00078,2024-10-26,3,0.22,0.0,PROD005,Evolve Distributed Action-Items,Antibiotic,2016-09-21,123.8,0,CUST0006,Hopkins LLC,John Daniel,powellmatthew@wright.net,262.473.1781x080,"Unit 3267 Box 7360, DPO AE 50173",REG05,Pharmacy,2022-06-26,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00079,2024-11-15,84,0.02,4790.7,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0023,Walker Inc,Bruce Collier,william46@yahoo.com,378.263.9821x4658,"4997 Sean Orchard, Martinside, NH 42677",REG01,Clinic,2023-04-12,REP008,Melanie Larson,xrice@stark.com,982.258.7139,1998-11-15,2025-02-17,Inactive,REG02
SALE00080,2024-10-08,32,0.06,199.86,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP001,Yolanda Mendoza,sue78@yahoo.com,+1-497-334-8434x43757,1988-08-01,2025-02-13,Inactive,REG04
SALE00081,2025-05-05,61,0.2,2863.45,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0016,Wells Inc,Claudia Lyons,catherinestuart@hotmail.com,241-904-9663,"49190 Patel Shore, Caseymouth, MT 64752",REG04,Pharmacy,2022-12-03,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00082,2025-04-23,99,0.11,3068.87,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0030,Kramer PLC,Scott Thomas,UNSPECIFIED,(842)102-0539,"0268 Julie Mountains, Stricklandhaven, CT 59746",REG01,Hospital,2024-08-13,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00083,2024-11-21,100,0.25,4827.13,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0046,Tyler Inc,Kenneth Mcdonald,jonesraymond@higgins.org,251-778-5289,"8018 Kevin Estates, Sarahbury, NC 37731",REG02,Hospital,2022-10-23,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00084,2024-11-10,40,0.17,4549.33,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0038,"Harper, Mccormick and Holland",Brandon Gregory,jennifer92@yahoo.com,925-462-9148,"81685 Michael Falls Apt. 573, East Eric, WY 13757",REG03,Clinic,2024-08-19,REP001,Yolanda Mendoza,sue78@yahoo.com,+1-497-334-8434x43757,1988-08-01,2025-02-13,Inactive,REG04
SALE00085,2024-08-05,10,0.18,4169.8,PROD007,Unleash B2C Architectures,Antiviral,2020-11-10,55.5,1,CUST0026,"Maldonado, White and Thompson",Janet Vega,jesselittle@yahoo.com,074-821-7594x647,"7136 Andrews Squares, Andrewfurt, AL 74678",REG01,Clinic,2025-05-23,REP007,Jonathan Jacobson,fowlershelia@yahoo.com,(727)956-8783,1979-05-22,2022-05-09,Active,REG03
SALE00086,2025-06-18,88,0.18,693.17,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00087,2025-01-26,69,0.13,1915.8,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0003,Wilkerson-Day,Charles Mcgee,zhurst@yahoo.com,287.101.2269,"784 Erin Crescent Suite 514, Mooretown, VA 35023",REG02,Hospital,2024-08-08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00089,2024-09-07,82,0.27,2352.72,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00090,2025-02-06,94,0.16,3287.24,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00091,2025-01-19,60,0.13,0.0,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00092,2024-08-30,42,0.26,4170.58,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0038,"Harper, Mccormick and Holland",Brandon Gregory,jennifer92@yahoo.com,925-462-9148,"81685 Michael Falls Apt. 573, East Eric, WY 13757",REG03,Clinic,2024-08-19,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00093,2025-03-13,32,0.23,2892.26,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0018,Peters-Allen,Michael West,phillipsrichard@torres.com,885.685.5744x4313,"37498 Hooper Village, West Jeremy, ME 02355",REG02,Pharmacy,2024-09-29,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00094,2025-04-16,4,0.15,1692.57,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0025,"Miller, Murphy and Craig",Tiffany Sims,UNSPECIFIED,001-780-913-4316x11724,"PSC 0504, Box 5562, APO AE 70122",REG01,Pharmacy,2024-03-24,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00095,2025-01-21,34,0.1,4413.57,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00096,2024-07-02,2,0.15,1036.18,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0018,Peters-Allen,Michael West,phillipsrichard@torres.com,885.685.5744x4313,"37498 Hooper Village, West Jeremy, ME 02355",REG02,Pharmacy,2024-09-29,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00097,2025-03-31,63,0.17,1277.59,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0047,Gonzalez-Huber,Mario Mendez,brittanycarpenter@hopkins.org,900-109-4396x90784,"3647 Haley Estate Suite 677, West Catherine, VT 42354",REG03,Pharmacy,2023-12-11,REP014,David Harris,fboone@hardy.org,983.735.4033,1969-06-06,2020-10-22,Inactive,REG05
SALE00098,2024-12-18,58,0.24,555.96,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00100,2025-03-24,55,0.3,2796.9,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,CUST0034,Webster Inc,Denise Stanley,nperry@hotmail.com,561-497-8403,"34324 Murphy Avenue, Burgessburgh, MS 70307",REG03,Pharmacy,2025-06-20,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00101,2024-09-11,35,0.09,1229.64,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0045,Johnson and Sons,Mr. Justin Green III,UNSPECIFIED,394.731.2172x715,"844 Jennifer Squares, Port Michael, DE 26843",REG03,Hospital,2023-01-24,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00102,2024-12-09,16,0.22,4759.3,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0013,Higgins Group,David Douglas Jr.,zrobinson@holmes.com,278.895.7986x872,"4348 Sims Harbor Suite 143, Matthewside, DC 20270",REG02,Pharmacy,2023-06-17,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00103,2025-04-27,28,0.22,1454.85,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0012,"Ortiz, Powell and Phillips",Jason Bentley,richard04@clark-floyd.org,+1-577-738-7214x8951,"433 Andrew Gardens, Carrland, MT 83045",REG05,Pharmacy,2024-12-03,REP007,Jonathan Jacobson,fowlershelia@yahoo.com,(727)956-8783,1979-05-22,2022-05-09,Active,REG03
SALE00104,2024-10-13,77,0.08,0.0,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP017,Nathan Freeman,combscharles@williams.com,3875099770,1974-10-02,2021-01-19,Inactive,REG01
SALE00105,2025-05-10,30,0.11,1581.11,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0013,Higgins Group,David Douglas Jr.,zrobinson@holmes.com,278.895.7986x872,"4348 Sims Harbor Suite 143, Matthewside, DC 20270",REG02,Pharmacy,2023-06-17,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00106,2025-03-18,36,0.01,367.18,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00107,2024-07-18,82,0.26,2505.31,PROD005,Evolve Distributed Action-Items,Antibiotic,2016-09-21,123.8,0,CUST0045,Johnson and Sons,Mr. Justin Green III,UNSPECIFIED,394.731.2172x715,"844 Jennifer Squares, Port Michael, DE 26843",REG03,Hospital,2023-01-24,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00108,2025-05-06,37,0.14,2258.3,PROD014,Cultivate Integrated Synergies,Vaccine,2020-06-09,180.93,0,CUST0001,"Rodriguez, Figueroa and Sanchez",Brian Yang,fjohnson@hall.com,+1-386-379-4026,"51161 Abbott Rapids, Lindsaymouth, DE 50116",REG01,Hospital,2022-10-23,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00109,2025-05-17,62,0.03,420.18,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0004,Romero Inc,Elizabeth Fowler,nathanielmartin@sellers.com,(430)391-1718x227,"USNS Baker, FPO AP 55962",REG01,Clinic,2023-05-18,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00111,2025-04-27,11,0.3,680.41,PROD013,Seize E-Business Metrics,Antiviral,2020-12-28,85.81,0,CUST0037,Decker-Jones,Savannah Gilbert,ycarpenter@hotmail.com,7935978207,"182 John Mill Suite 889, West Nathan, MS 54079",REG02,Clinic,2023-11-30,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00112,2025-04-26,77,0.24,1205.87,PROD013,Seize E-Business Metrics,Antiviral,2020-12-28,85.81,0,CUST0027,"Beltran, Lozano and Mcgee",Stephanie Parsons,jeffery39@byrd-le.com,+1-104-709-5214x5623,"842 Sloan Orchard Suite 517, East Karenbury, TX 95425",REG03,Clinic,2025-05-05,REP020,Cassie Jefferson,brendagoodwin@nicholson.org,+1-856-218-5016x31599,1990-12-16,2022-07-09,Inactive,REG02
SALE00113,2024-11-27,57,0.09,2983.77,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,CUST0025,"Miller, Murphy and Craig",Tiffany Sims,UNSPECIFIED,001-780-913-4316x11724,"PSC 0504, Box 5562, APO AE 70122",REG01,Pharmacy,2024-03-24,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00114,2025-03-10,80,0.02,4804.53,PROD007,Unleash B2C Architectures,Antiviral,2020-11-10,55.5,1,CUST0020,"Clark, Guerrero and Moore",Benjamin Smith,UNSPECIFIED,974.034.4713x493,"242 Brian Turnpike, Brookeshire, LA 58061",REG04,Hospital,2023-01-02,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00115,2025-01-01,81,0.06,3336.1,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP007,Jonathan Jacobson,fowlershelia@yahoo.com,(727)956-8783,1979-05-22,2022-05-09,Active,REG03
SALE00116,2024-08-15,71,0.02,113.11,PROD003,Enhance Synergistic Schemas,Antiviral,2021-11-10,169.92,1,CUST0016,Wells Inc,Claudia Lyons,catherinestuart@hotmail.com,241-904-9663,"49190 Patel Shore, Caseymouth, MT 64752",REG04,Pharmacy,2022-12-03,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00117,2025-02-22,61,0.09,0.0,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0045,Johnson and Sons,Mr. Justin Green III,UNSPECIFIED,394.731.2172x715,"844 Jennifer Squares, Port Michael, DE 26843",REG03,Hospital,2023-01-24,REP020,Cassie Jefferson,brendagoodwin@nicholson.org,+1-856-218-5016x31599,1990-12-16,2022-07-09,Inactive,REG02
SALE00118,2024-10-17,90,0.26,448.78,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0019,Hill Inc,Melissa Martinez,salasaudrey@yahoo.com,752.047.1167x1902,"31869 Kimberly Light Suite 749, Torreston, WA 13507",REG01,Hospital,2023-05-11,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00119,2024-09-23,85,0.24,1069.31,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0017,Yu-Reid,Michelle Graham,umarshall@hotmail.com,531-473-7996x507,"3545 Beard Squares, Angelahaven, CO 32136",REG03,Hospital,2024-03-15,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00120,2024-09-28,83,0.04,1401.6,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP008,Melanie Larson,xrice@stark.com,982.258.7139,1998-11-15,2025-02-17,Inactive,REG02
SALE00122,2025-03-04,57,0.04,3474.52,PROD014,Cultivate Integrated Synergies,Vaccine,2020-06-09,180.93,0,CUST0037,Decker-Jones,Savannah Gilbert,ycarpenter@hotmail.com,7935978207,"182 John Mill Suite 889, West Nathan, MS 54079",REG02,Clinic,2023-11-30,REP010,Chad May,victoria67@yahoo.com,+1-825-128-6823x00478,1969-12-08,2023-09-02,Active,REG01
SALE00123,2024-08-20,65,0.16,2245.02,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0026,"Maldonado, White and Thompson",Janet Vega,jesselittle@yahoo.com,074-821-7594x647,"7136 Andrews Squares, Andrewfurt, AL 74678",REG01,Clinic,2025-05-23,REP009,Steven Griffin Jr.,dbryant@ford.biz,001-391-065-1801x7046,1964-09-05,2022-08-21,Active,REG01
SALE00124,2025-03-26,95,0.1,1326.8,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0003,Wilkerson-Day,Charles Mcgee,zhurst@yahoo.com,287.101.2269,"784 Erin Crescent Suite 514, Mooretown, VA 35023",REG02,Hospital,2024-08-08,REP014,David Harris,fboone@hardy.org,983.735.4033,1969-06-06,2020-10-22,Inactive,REG05
SALE00125,2024-12-03,76,0.29,4997.9,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0015,Camacho and Sons,James Lewis,UNSPECIFIED,564-641-7080x53100,"USNS Combs, FPO AP 20474",REG01,Hospital,2023-06-28,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00126,2025-04-24,6,0.23,958.43,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0018,Peters-Allen,Michael West,phillipsrichard@torres.com,885.685.5744x4313,"37498 Hooper Village, West Jeremy, ME 02355",REG02,Pharmacy,2024-09-29,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00127,2024-11-15,36,0.05,2968.12,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00128,2024-07-20,61,0.1,1733.21,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0032,"Davis, Simmons and Ortega",Christian Leblanc,deckerchristopher@garner.com,+1-098-851-6560,"Unit 9451 Box 9832, DPO AP 63702",REG01,Hospital,2023-06-06,REP003,Patrick Allen,danawilliams@rivera-kennedy.com,(773)454-0193x80262,1975-03-23,2020-07-08,Active,REG03
SALE00129,2024-12-13,43,0.12,2527.8,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00130,2025-02-09,5,0.14,0.0,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,CUST0026,"Maldonado, White and Thompson",Janet Vega,jesselittle@yahoo.com,074-821-7594x647,"7136 Andrews Squares, Andrewfurt, AL 74678",REG01,Clinic,2025-05-23,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN
SALE00131,2024-12-25,15,0.29,2080.46,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0017,Yu-Reid,Michelle Graham,umarshall@hotmail.com,531-473-7996x507,"3545 Beard Squares, Angelahaven, CO 32136",REG03,Hospital,2024-03-15,REP011,James Hall,eric31@gmail.com,311.907.9030,1965-07-16,2024-01-15,Inactive,REG02
SALE00133,2025-02-03,81,0.13,352.9,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0040,"Castillo, Watson and Villa",Kelli Martinez,UNSPECIFIED,247-826-1375,"USCGC Brown, FPO AP 49516",REG02,Clinic,2023-06-24,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00134,2024-11-24,37,0.13,3521.43,PROD005,Evolve Distributed Action-Items,Antibiotic,2016-09-21,123.8,0,CUST0036,Dixon Inc,Cheyenne Parsons,joelthomas@gmail.com,(921)277-9979,"527 Taylor Roads Suite 490, Williamport, NV 05430",REG03,Pharmacy,2022-09-19,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00135,2025-01-15,31,0.21,1622.68,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0002,"Carter, Fuller and Mcclure",Corey Jones,tracie31@ramirez-reid.com,(553)419-2832,"835 Jeremy Bypass Suite 641, New Nancy, IL 86410",REG03,Hospital,2024-08-06,REP020,Cassie Jefferson,brendagoodwin@nicholson.org,+1-856-218-5016x31599,1990-12-16,2022-07-09,Inactive,REG02
SALE00136,2025-01-04,12,0.07,4222.89,PROD001,Expedite Impactful Vortals,Antibiotic,2015-12-24,191.23,0,CUST0036,Dixon Inc,Cheyenne Parsons,joelthomas@gmail.com,(921)277-9979,"527 Taylor Roads Suite 490, Williamport, NV 05430",REG03,Pharmacy,2022-09-19,REP014,David Harris,fboone@hardy.org,983.735.4033,1969-06-06,2020-10-22,Inactive,REG05
SALE00137,2025-06-15,83,0.25,2542.04,PROD002,Whiteboard Real-Time Systems,Analgesic,2023-10-27,106.46,1,CUST0030,Kramer PLC,Scott Thomas,UNSPECIFIED,(842)102-0539,"0268 Julie Mountains, Stricklandhaven, CT 59746",REG01,Hospital,2024-08-13,REP004,Amanda Huff,sharonhayden@yahoo.com,991-547-8872x8743,1965-02-08,2020-10-16,Inactive,REG02
SALE00138,2025-06-14,91,0.08,4190.15,PROD012,Deploy Sticky Web-Readiness,Analgesic,2016-12-30,186.49,1,CUST0019,Hill Inc,Melissa Martinez,salasaudrey@yahoo.com,752.047.1167x1902,"31869 Kimberly Light Suite 749, Torreston, WA 13507",REG01,Hospital,2023-05-11,REP017,Nathan Freeman,combscharles@williams.com,3875099770,1974-10-02,2021-01-19,Inactive,REG01
SALE00139,2025-05-25,71,0.04,1033.99,PROD008,Disintermediate Sticky Infrastructures,Antibiotic,2015-07-25,26.27,0,CUST0016,Wells Inc,Claudia Lyons,catherinestuart@hotmail.com,241-904-9663,"49190 Patel Shore, Caseymouth, MT 64752",REG04,Pharmacy,2022-12-03,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00140,2025-03-17,9,0.08,3971.03,PROD010,Transform End-To-End Infrastructures,Analgesic,2018-08-30,135.35,1,CUST0033,Bell PLC,Phillip Andrews,lynchdiane@hotmail.com,024-455-0229x612,"83667 Moore Inlet, Kimberlyshire, CO 07396",REG01,Pharmacy,2023-02-19,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
SALE00141,2024-12-01,35,0.25,1485.91,PROD007,Unleash B2C Architectures,Antiviral,2020-11-10,55.5,1,CUST0022,Rivera Ltd,Matthew Morales DDS,qmiller@wilson-barton.net,8760385977,"8247 Martinez Roads, Lake Eric, AL 72885",REG05,Pharmacy,2024-03-17,REP017,Nathan Freeman,combscharles@williams.com,3875099770,1974-10-02,2021-01-19,Inactive,REG01
SALE00142,2025-01-19,85,0.15,828.12,PROD005,Evolve Distributed Action-Items,Antibiotic,2016-09-21,123.8,0,CUST0038,"Harper, Mccormick and Holland",Brandon Gregory,jennifer92@yahoo.com,925-462-9148,"81685 Michael Falls Apt. 573, East Eric, WY 13757",REG03,Clinic,2024-08-19,REP019,Courtney Sutton DVM,sullivannicholas@brown-smith.com,(591)803-3974x01489,1998-06-29,2021-03-05,Inactive,REG03
SALE00144,2024-07-06,42,0.26,4905.8,PROD009,Monetize Visionary Relationships,Antibiotic,2020-01-24,195.82,1,CUST0025,"Miller, Murphy and Craig",Tiffany Sims,UNSPECIFIED,001-780-913-4316x11724,"PSC 0504, Box 5562, APO AE 70122",REG01,Pharmacy,2024-03-24,REP015,Autumn Key,heatherpadilla@yahoo.com,001-467-854-4587x71753,1986-05-12,2022-07-05,Inactive,REG05
SALE00145,2025-04-25,30,0.26,2112.8,PROD004,Brand Viral Methodologies,Analgesic,2021-12-09,81.04,1,CUST0037,Decker-Jones,Savannah Gilbert,ycarpenter@hotmail.com,7935978207,"182 John Mill Suite 889, West Nathan, MS 54079",REG02,Clinic,2023-11-30,REP013,Teresa Powers,trussell@yahoo.com,342.708.6688,1996-09-12,2022-01-14,Inactive,REG04
SALE00146,2024-11-08,91,0.27,1968.03,PROD006,Evolve Real-Time Eyeballs,Antibiotic,2021-12-09,31.25,0,CUST0048,Anderson-Wood,Emma Owens,gwright@gmail.com,696-325-9532x7877,"16873 Brandy Causeway Apt. 479, Mitchelltown, CT 56983",REG03,Hospital,2023-01-17,REP016,Jason Hart,allentran@riley.com,001-378-547-7725,1990-04-28,2022-06-06,Active,REG05
SALE00147,2025-03-21,64,0.29,718.61,PROD011,Brand Customized Schemas,Antiviral,2024-03-11,110.26,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,REP005,Erin Simon,alexisrogers@yahoo.com,(966)851-6122,1977-08-15,2025-04-21,Inactive,REG05
